1.25;0.282753;0.543784;0.474575;-0.42568;0.787704;1.03118;-0.474966;-3.20704;
1.3;0.310526;0.566964;0.452279;-0.465717;0.838603;1.00346;-0.633031;-3.11134;
1.35;0.33943;0.58898;0.42805;-0.502992;0.88792;0.967963;-0.785693;-2.9912;
1.4;0.369403;0.609739;0.402026;-0.537507;0.935274;0.924997;-0.931773;-2.84838;
1.45;0.400381;0.629155;0.374345;-0.56926;0.980301;0.874914;-1.07018;-2.68461;
1.5;0.432295;0.647148;0.345146;-0.598253;1.02265;0.818123;-1.19991;-2.50164;
1.55;0.465071;0.663646;0.314566;-0.624484;1.06201;0.755082;-1.32005;-2.30122;
1.6;0.498634;0.678584;0.282743;-0.647953;1.09807;0.686291;-1.42977;-2.08509;
1.65;0.532903;0.691902;0.249816;-0.668662;1.13055;0.612291;-1.52833;-1.85499;
1.7;0.567796;0.70355;0.215923;-0.68661;1.15922;0.533655;-1.61507;-1.61268;
1.75;0.603229;0.713481;0.181201;-0.701796;1.18385;0.45099;-1.68942;-1.3599;
1.8;0.639115;0.721658;0.14579;-0.714221;1.20426;0.364927;-1.75091;-1.09839;
1.85;0.675365;0.728051;0.109825;-0.723886;1.2203;0.27612;-1.79915;-0.829904;
1.9;0.71189;0.732634;0.073447;-0.730788;1.23184;0.185239;-1.83382;-0.556178;
1.95;0.748598;0.735391;0.0367925;-0.73493;1.2388;0.0929679;-1.85471;-0.278962;
2;0.785398;0.736311;2.22045e-16;-0.736311;1.24112;-2.22045e-15;-1.86168;7.10543e-15;
2.05;0.822198;0.735391;-0.0367925;-0.73493;1.2388;-0.0929679;-1.85471;0.278962;
2.1;0.858907;0.732634;-0.073447;-0.730788;1.23184;-0.185239;-1.83382;0.556178;
2.15;0.895431;0.728051;-0.109825;-0.723886;1.2203;-0.27612;-1.79915;0.829904;
2.2;0.931682;0.721658;-0.14579;-0.714221;1.20426;-0.364927;-1.75091;1.09839;
2.25;0.967567;0.713481;-0.181201;-0.701796;1.18385;-0.45099;-1.68942;1.3599;
2.3;1.003;0.70355;-0.215923;-0.68661;1.15922;-0.533655;-1.61507;1.61268;
2.35;1.03789;0.691902;-0.249816;-0.668662;1.13055;-0.612291;-1.52833;1.85499;
2.4;1.07216;0.678584;-0.282743;-0.647953;1.09807;-0.686291;-1.42977;2.08509;
2.45;1.10573;0.663646;-0.314566;-0.624484;1.06201;-0.755082;-1.32005;2.30122;
2.5;1.1385;0.647148;-0.345146;-0.598253;1.02265;-0.818123;-1.19991;2.50164;
2.55;1.17042;0.629155;-0.374345;-0.56926;0.980301;-0.874914;-1.07018;2.68461;
2.6;1.20139;0.609739;-0.402026;-0.537507;0.935274;-0.924997;-0.931773;2.84838;
2.65;1.23137;0.58898;-0.42805;-0.502992;0.88792;-0.967963;-0.785693;2.9912;
2.7;1.26027;0.566964;-0.452279;-0.465717;0.838603;-1.00346;-0.633031;3.11134;
2.75;1.28804;0.543784;-0.474575;-0.42568;0.787704;-1.03118;-0.474966;3.20704;
2.8;1.31463;0.519541;-0.494801;-0.382882;0.735619;-1.05088;-0.312763;3.27656;
2.85;1.33998;0.494341;-0.512817;-0.337322;0.682752;-1.06241;-0.147775;3.31816;
2.9;1.36405;0.468298;-0.528487;-0.289002;0.629516;-1.06564;0.0185587;3.33009;
2.95;1.3868;0.441534;-0.541672;-0.23792;0.576327;-1.06055;0.18471;3.3106;
3;1.40819;0.414175;-0.552233;-0.184078;0.523599;-1.0472;0.349066;3.25795;
3.05;1.42821;0.386356;-0.560033;-0.127474;0.471743;-1.0257;0.509923;3.17039;
3.1;1.44682;0.35822;-0.564934;-0.0681087;0.42116;-0.996293;0.665494;3.04618;
3.15;1.46403;0.329914;-0.566798;-0.00598253;0.37224;-0.959275;0.813902;2.88357;
3.2;1.47982;0.301593;-0.565487;0.0589049;0.325353;-0.915055;0.953182;2.68083;
3.25;1.49419;0.27342;-0.560862;0.126553;0.280846;-0.864143;1.08129;2.43619;
3.3;1.50716;0.245564;-0.552785;0.196963;0.23904;-0.807148;1.19607;2.14792;
3.35;1.51875;0.218201;-0.541119;0.270134;0.200221;-0.744794;1.29532;1.81427;
3.4;1.52899;0.191514;-0.525726;0.346066;0.164636;-0.677914;1.37672;1.4335;
3.45;1.53792;0.165693;-0.506467;0.424759;0.132489;-0.60746;1.43786;1.00386;
3.5;1.54558;0.140934;-0.483204;0.506214;0.103932;-0.534507;1.47626;0.523599;
3.55;1.55204;0.117442;-0.455799;0.590429;0.0790601;-0.460256;1.48934;-0.00901753;
3.6;1.55735;0.0954259;-0.424115;0.677406;0.0579058;-0.386039;1.47445;-0.595739;
3.65;1.56161;0.075104;-0.388013;0.767144;0.0404313;-0.313323;1.42884;-1.23831;
3.7;1.56489;0.0567005;-0.347355;0.859643;0.0265218;-0.243714;1.34966;-1.93848;
3.75;1.56731;0.0404468;-0.302002;0.954903;0.015979;-0.178964;1.234;-2.69799;
3.8;1.56898;0.0265808;-0.251818;1.05292;0.00851286;-0.120972;1.07885;-3.51858;
3.85;1.57001;0.0153478;-0.196664;1.15371;0.003735;-0.0717896;0.881097;-4.40201;
3.9;1.57056;0.00699955;-0.136402;1.25725;0.00115035;-0.0336255;0.637569;-5.35002;
3.95;1.57077;0.00179505;-0.0708929;1.36356;0.000149395;-0.00885024;0.34499;-6.36434;
4;1.5708;0;-8.88178e-15;1.47262;-1.42109e-14;-1.42109e-14;1.13687e-13;-7.44674;
